date,TemP,pH,Turb,Chl,DO
2021/8/9 23:00,19.7,7.96,0.2,0.65,7.66
2021/8/10 0:00,19.815,7.96,-0.25,0.85,7.535
2021/8/10 1:00,19.625,7.96,-0.25,0.5,7.505
2021/8/10 2:00,19.6,7.955,-0.2,1.05,7.485
2021/8/10 3:00,19.54,7.96,-0.45,0.35,7.415
2021/8/10 4:00,19.5,7.95,-0.25,0.7,7.31
2021/8/10 5:00,19.39,7.95,1.1,0.35,7.36
2021/8/10 6:00,19.285,7.945,-0.05,0.45,7.505
2021/8/10 7:00,19.245,7.94,0.35,0.05,7.585
2021/8/10 8:00,19.42,7.945,-0.35,-0.1,7.565
2021/8/10 9:00,19.76,7.965,-0.35,0.8,7.66
2021/8/10 10:00,20.11,7.975,-0.3,0.7,7.625
2021/8/10 11:00,20.275,7.955,0.1,1.25,7.665
2021/8/10 12:00,20.1,7.965,-0.25,2.2,7.685
2021/8/10 13:00,20.47,7.98,0.15,2.45,7.785
2021/8/10 14:00,20.695,7.99,0.15,1.7,7.85
2021/8/10 15:00,20.825,8.02,-0.4,3.3,8.05
2021/8/10 16:00,20.845,8.035,-0.05,4.45,8.145
2021/8/10 17:00,20.61,8.03,-0.4,2.6,8.09
2021/8/10 18:00,20.325,8.005,1.2,2.1,7.9
2021/8/10 19:00,20.155,7.995,0.9,1.65,7.87
2021/8/10 20:00,20.015,7.995,0.35,0.4,7.915
2021/8/10 21:00,19.87,8,-0.25,0.75,7.97
2021/8/10 22:00,19.86,7.99,0.4,0.85,7.86
2021/8/10 23:00,19.87,7.96,-0.05,1.2,7.715
2021/8/11 0:00,19.8,7.935,-0.05,1.4,7.64
2021/8/11 1:00,19.8,7.965,-0.15,1.3,7.575
2021/8/11 2:00,19.705,7.95,-0.25,0.8,7.425
2021/8/11 3:00,19.745,7.955,-0.3,0.6,7.59
2021/8/11 4:00,19.615,7.96,-0.45,0.5,7.535
2021/8/11 5:00,19.635,7.93,-0.3,0.75,7.365
2021/8/11 6:00,19.5,7.925,-0.15,1.15,7.35
2021/8/11 7:00,19.53,7.915,0.25,0.6,7.42
2021/8/11 8:00,19.61,7.94,-0.2,0.3,7.605
2021/8/11 9:00,19.955,7.945,-0.2,0.55,7.63
2021/8/11 10:00,20.545,7.95,-0.1,0.45,7.75
2021/8/11 11:00,20.615,7.975,-0.15,0.55,7.745
2021/8/11 12:00,20.81,7.975,0.05,1.35,7.785
2021/8/11 13:00,20.475,7.985,-0.4,2.05,7.78
2021/8/11 14:00,21.01,7.99,0.15,3.2,7.94
2021/8/11 15:00,21.005,8.005,0.4,2.55,8.025
2021/8/11 16:00,20.875,8.045,-0.15,4.75,8.3
2021/8/11 17:00,20.86,8.035,-0.45,3.55,8.205
2021/8/11 18:00,20.56,8.035,-0.55,3.05,8.16
2021/8/11 19:00,20.385,8.03,-0.15,2.7,8.17
2021/8/11 20:00,20.355,8.015,1,1.65,8.17
2021/8/11 21:00,20.18,8.01,0.7,1.75,7.945
2021/8/11 22:00,20.055,8.005,0.9,0.8,7.94
2021/8/11 23:00,19.86,7.97,1.45,1.2,7.875
2021/8/12 0:00,20.17,7.99,-0.2,1.25,7.83
2021/8/12 1:00,20.215,7.97,-0.5,1.6,7.585
2021/8/12 2:00,20.135,7.965,-0.6,0.9,7.625
2021/8/12 3:00,20.05,7.955,-0.6,1.5,7.56
2021/8/12 4:00,20.02,7.965,-0.65,1.35,7.605
2021/8/12 5:00,20.02,7.96,-0.75,1,7.555
2021/8/12 6:00,19.89,7.95,-0.75,0.8,7.4
2021/8/12 7:00,19.94,7.945,-0.5,0.9,7.415
2021/8/12 8:00,19.98,7.94,-0.25,0.5,7.445
2021/8/12 9:00,20.14,7.96,0,-0.1,7.63
2021/8/12 10:00,20.55,7.96,-0.05,0.6,7.715
2021/8/12 11:00,21.065,7.975,0.1,0.3,7.845
2021/8/12 12:00,20.95,7.995,-0.25,1.05,7.84
2021/8/12 13:00,21.1,7.99,0.65,1.15,7.85
2021/8/12 14:00,20.865,7.995,-0.3,1.2,7.865
2021/8/12 15:00,21.22,8.025,0,3.8,8.13
2021/8/12 16:00,21.08,8.02,0.2,3.75,8.14
2021/8/12 17:00,21.105,8.045,-0.35,3.75,8.31
2021/8/12 18:00,20.855,8.04,-0.55,2.85,8.215
2021/8/12 19:00,20.81,8.04,-0.7,2.25,8.22
2021/8/12 20:00,20.55,8.03,-0.6,2.15,8.055
2021/8/12 21:00,20.225,8.005,0.35,1.3,7.955
2021/8/12 22:00,20.385,7.955,-0.6,1.2,7.64
2021/8/12 23:00,20.265,7.995,-0.65,1.3,7.88
2021/8/13 0:00,20.21,7.97,-0.5,0.95,7.765
2021/8/13 1:00,20.1,8,-0.85,0.5,7.86
2021/8/13 2:00,20.06,7.975,-0.55,0.95,7.75
2021/8/13 3:00,20.11,7.97,-0.45,1.1,7.65
2021/8/13 4:00,20.055,7.97,-0.7,0.9,7.595
2021/8/13 5:00,20.045,7.97,-0.85,1.25,7.635
2021/8/13 6:00,20.04,7.96,-0.85,0.6,7.58
2021/8/13 7:00,20.065,7.95,-0.6,1.25,7.515
2021/8/13 8:00,19.98,7.96,-0.45,0.75,7.5
2021/8/13 9:00,20.16,7.955,-0.1,0.1,7.555
2021/8/13 10:00,20.445,7.975,-0.25,0.2,7.695
2021/8/13 11:00,21.095,7.95,1.15,0.3,7.815
2021/8/13 12:00,21.845,7.925,7.35,0.65,7.845
2021/8/13 13:00,21.88,7.945,3.5,0.7,7.89
2021/8/13 14:00,21.125,7.99,0.55,1.35,7.925
2021/8/13 15:00,21.25,8,-0.1,1.6,7.965
2021/8/13 16:00,21.49,8.03,-0.55,3.15,8.16
2021/8/13 17:00,21.505,8.06,-0.55,1.95,8.415
2021/8/13 18:00,21.255,8.05,-0.5,1.3,8.285
2021/8/13 19:00,21.05,8.06,-0.6,1.8,8.35
2021/8/13 20:00,20.98,8.06,-0.3,1.55,8.34
2021/8/13 21:00,20.735,8.005,-0.4,1.3,7.865
2021/8/13 22:00,20.58,7.98,-0.45,0.55,7.77
2021/8/13 23:00,20.365,7.99,-0.3,0.8,7.815
2021/8/14 0:00,20.34,7.95,-0.55,0.6,7.775
2021/8/14 1:00,20.2,7.995,-0.75,0.45,7.87
2021/8/14 2:00,20.135,8.005,-0.8,0.6,7.875
2021/8/14 3:00,20.17,7.98,-0.65,0.55,7.75
2021/8/14 4:00,20.12,7.975,-0.35,0.8,7.73
2021/8/14 5:00,20.31,7.99,-0.55,0.8,7.715
2021/8/14 6:00,20.3,7.99,-0.85,0.5,7.76
2021/8/14 7:00,20.36,8,-0.55,0.85,7.78
2021/8/14 8:00,20.435,7.99,-0.4,1.5,7.755
2021/8/14 9:00,20.48,7.99,-0.15,0.7,7.68
2021/8/14 10:00,20.595,7.995,0.15,0.55,7.81
2021/8/14 11:00,20.7,7.99,-0.05,0.6,7.885
2021/8/14 12:00,20.835,8.005,-0.1,0.5,8.06
2021/8/14 13:00,20.985,8.03,0.95,0.4,8.16
2021/8/14 14:00,21.185,8.005,1.4,1.2,8.055
2021/8/14 15:00,20.945,8.015,0.55,1.2,8.035
2021/8/14 16:00,21.045,8.025,0.65,1.6,8.05
2021/8/14 17:00,21.155,8.085,0.1,1.95,8.445
2021/8/14 18:00,21.005,8.095,-0.4,1.65,8.46
2021/8/14 19:00,21.04,8.105,1.1,1.4,8.49
2021/8/14 20:00,20.96,8.095,-0.6,0.95,8.39
2021/8/14 21:00,20.78,8.06,-0.4,0.65,8.085
2021/8/14 22:00,20.6,8.025,-0.4,1.15,7.875
2021/8/14 23:00,20.395,8.005,-0.4,0.7,7.75
2021/8/15 0:00,20.26,8,-0.35,1.05,7.76
2021/8/15 1:00,20.185,8,-0.1,0.95,7.825
2021/8/15 2:00,20.13,8.005,-0.45,0.4,7.825
2021/8/15 3:00,20.02,8.005,-0.45,0.6,7.795
2021/8/15 4:00,19.995,7.975,-0.4,0.4,7.705
2021/8/15 5:00,20.15,8.005,-0.45,0.25,7.73
2021/8/15 6:00,20.485,8.02,-0.85,0.35,7.74
2021/8/15 7:00,20.555,8.035,-0.75,0.9,7.81
2021/8/15 8:00,20.515,8.035,-0.85,0.55,7.805
2021/8/15 9:00,20.585,8.025,-0.35,0.55,7.745
2021/8/15 10:00,20.71,8.02,0.65,0.7,7.795
2021/8/15 11:00,20.615,8.005,0.55,0.2,7.87
2021/8/15 12:00,20.705,8.005,0.85,0.7,7.975
2021/8/15 13:00,20.845,8.035,0.9,0.95,8.12
2021/8/15 14:00,20.935,8.05,1.7,0.7,8.16
2021/8/15 15:00,20.85,8.045,1.3,0.85,8.095
2021/8/15 16:00,20.915,8.035,0.85,1.1,8.03
2021/8/15 17:00,21.065,8.065,0.65,1.05,8.12
2021/8/15 18:00,20.99,8.1,-0.15,1,8.255
2021/8/15 19:00,20.965,8.105,-0.4,1.35,8.25
2021/8/15 20:00,20.95,8.11,0.45,1.05,8.295
2021/8/15 21:00,20.81,8.08,-0.55,0.8,8.055
2021/8/15 22:00,20.68,8.045,-0.5,1.25,7.82
2021/8/15 23:00,19.96,8.075,0.1,1.2,8.1
2021/8/16 0:00,19.66,8.08,0.45,0.95,8.255
2021/8/16 1:00,19.64,8.07,0.25,1.1,8.2
2021/8/16 2:00,19.47,8.045,0.2,0.9,8.105
2021/8/16 3:00,19.55,8.05,0.05,0.45,8.11
2021/8/16 4:00,19.63,8.05,0.05,0.8,8.08
2021/8/16 5:00,19.6,8.04,0.45,0.9,7.99
2021/8/16 6:00,19.63,8.055,-0.1,0.7,7.99
2021/8/16 7:00,19.61,8.035,-0.25,0.8,7.87
2021/8/16 8:00,20.33,8.045,-0.25,1.6,7.785
2021/8/16 9:00,20.57,8.05,-0.2,0.5,7.78
2021/8/16 10:00,20.65,8.05,0.05,0.35,7.81
2021/8/16 11:00,20.645,8.045,0.4,0.5,7.915
2021/8/16 12:00,20.735,8.065,1.25,0.9,8.08
2021/8/16 13:00,20.93,8.075,2.1,0.75,8.315
2021/8/16 14:00,20.98,8.115,1.65,0.5,8.56
2021/8/16 15:00,20.945,8.135,1.3,1.15,8.695
2021/8/16 16:00,20.925,8.125,1.55,2.65,8.645
2021/8/16 17:00,20.735,8.11,1.7,2.3,8.44
2021/8/16 18:00,20.87,8.075,0.35,1.7,8.175
2021/8/16 19:00,20.59,8.07,0.4,1.05,7.965
2021/8/16 20:00,20.745,8.105,-0.1,1,8.135
2021/8/16 21:00,20.725,8.115,-0.05,0.4,8.125
2021/8/16 22:00,20.63,8.09,0.15,0.95,7.97
2021/8/16 23:00,20.105,8.095,0.15,1.45,8.12
2021/8/17 0:00,19.78,8.09,0.35,1.45,8.255
2021/8/17 1:00,19.67,8.08,2.9,0.9,8.245
2021/8/17 2:00,19.485,8.06,0.3,0.9,8.165
2021/8/17 3:00,19.315,8.03,0.15,0.7,8.125
2021/8/17 4:00,19.335,8.055,0.3,1.05,8.11
2021/8/17 5:00,19.515,8.045,0.45,1.3,8.05
2021/8/17 6:00,19.555,8.05,0.8,0.75,7.985
2021/8/17 7:00,19.685,8.045,0.3,0.7,7.93
2021/8/17 8:00,19.94,8.055,-0.6,0.8,7.865
2021/8/17 9:00,20.415,8.06,-0.3,0.7,7.745
2021/8/17 10:00,20.595,8.07,-0.4,0.65,7.79
2021/8/17 11:00,20.715,8.07,0,0.35,7.915
2021/8/17 12:00,20.765,8.095,0.35,1.25,8.165
2021/8/17 13:00,21.025,8.085,0.7,1.15,8.29
2021/8/17 14:00,21.015,8.09,0.9,1.45,8.48
2021/8/17 15:00,21.025,8.135,0.9,1.1,8.715
2021/8/17 16:00,21.02,8.145,0.75,1.65,8.735
2021/8/17 17:00,20.925,8.115,0.85,1.4,8.58
2021/8/17 18:00,20.87,8.1,0.7,2.15,8.36
2021/8/17 19:00,20.905,8.105,0.5,2.25,8.185
2021/8/17 20:00,20.675,8.095,-0.45,1.55,8.03
2021/8/17 21:00,20.655,8.105,-0.25,2.05,8.025
2021/8/17 22:00,20.57,8.1,-0.1,1.2,7.995
2021/8/17 23:00,20.485,8.085,0.05,1.05,7.945
2021/8/18 0:00,19.95,8.1,0,1.25,8.195
2021/8/18 1:00,19.865,8.075,-0.1,1.35,8.15
2021/8/18 2:00,19.725,8.05,-0.3,1.1,8.065
2021/8/18 3:00,19.67,8.035,-0.35,0.65,8.025
2021/8/18 4:00,19.665,8.04,-0.35,1.2,8
2021/8/18 5:00,19.675,8.05,-0.35,0.85,8.015
2021/8/18 6:00,19.755,8.035,0.15,0.9,7.975
2021/8/18 7:00,19.935,8.04,0,0.85,7.87
2021/8/18 8:00,20.11,8.05,-0.3,0.7,7.775
2021/8/18 9:00,20.405,8.06,-0.35,0.9,7.745
2021/8/18 10:00,20.625,8.06,0,0.2,7.685
2021/8/18 11:00,20.69,8.08,0.35,1.05,7.85
2021/8/18 12:00,20.76,8.09,0.15,0.7,8.05
2021/8/18 13:00,20.9,8.105,0.75,0.65,8.24
2021/8/18 14:00,20.92,8.105,1.85,0.8,8.395
2021/8/18 15:00,20.98,8.125,0.9,1.35,8.6
2021/8/18 16:00,20.96,8.14,1.05,2.25,8.655
2021/8/18 17:00,20.86,8.12,1.65,2,8.65
2021/8/18 18:00,20.805,8.11,1.75,2.55,8.44
2021/8/18 19:00,20.73,8.1,0.9,3.05,8.27
2021/8/18 20:00,20.61,8.09,0.3,2,8.015
2021/8/18 21:00,20.535,8.095,0.3,1.8,7.935
2021/8/18 22:00,20.505,8.09,0.35,1.95,7.885
2021/8/18 23:00,20.42,8.095,1.45,1.9,7.915
2021/8/19 0:00,20.255,8.08,0,2.2,7.88
2021/8/19 1:00,19.87,8.08,0.55,2.4,8.09
2021/8/19 2:00,19.765,8.055,0.05,1.4,8.03
2021/8/19 3:00,19.705,8.03,0.35,0.7,7.965
2021/8/19 4:00,19.655,8.025,0.2,1.5,7.96
2021/8/19 5:00,19.5,8.04,0.05,1.2,7.955
2021/8/19 6:00,19.56,8.035,0.2,1.5,7.955
2021/8/19 7:00,19.765,8.035,0.5,1,7.9
2021/8/19 8:00,20.085,8.04,0.2,0.85,7.775
2021/8/19 9:00,20.385,8.05,0.35,1.2,7.745
2021/8/19 10:00,20.505,8.055,0.5,1,7.71
2021/8/19 11:00,20.68,8.065,0.55,1.2,7.72
2021/8/19 12:00,20.72,8.085,0.45,1.05,7.96
2021/8/19 13:00,20.87,8.1,0.6,1.75,8.185
2021/8/19 14:00,21.155,8.115,0.9,1.75,8.415
2021/8/19 15:00,21.225,8.12,1.5,2.15,8.62
2021/8/19 16:00,21.185,8.14,0.9,2.4,8.795
2021/8/19 17:00,21.005,8.17,0.9,2.2,8.89
2021/8/19 18:00,20.925,8.105,1.65,3.25,8.69
2021/8/19 19:00,20.935,8.115,1.6,3.3,8.57
2021/8/19 20:00,20.9,8.09,1.1,4.2,8.13
2021/8/19 21:00,20.665,8.08,0.65,3.4,7.935
2021/8/19 22:00,20.63,8.08,1,2.2,7.845
2021/8/19 23:00,20.605,8.085,1.8,3,7.845
2021/8/20 0:00,20.555,8.075,1.75,2.4,7.835
2021/8/20 1:00,20.435,8.065,0,1.6,7.845
2021/8/20 2:00,20.32,8.055,0.5,1.95,7.89
2021/8/20 3:00,20.24,8.04,-0.05,1.55,7.89
2021/8/20 4:00,20.17,8.03,0.3,1.1,7.89
2021/8/20 5:00,20.08,8.02,0.15,1.55,7.865
2021/8/20 6:00,19.93,8.025,0.15,1.6,7.88
2021/8/20 7:00,20.05,8.02,0.35,0.75,7.865
2021/8/20 8:00,20.275,8.025,1,1.4,7.78
2021/8/20 9:00,20.655,8.035,0.7,1.3,7.6
2021/8/20 10:00,20.89,8.045,0.75,1.5,7.515
2021/8/20 11:00,21.01,8.055,0.45,1.2,7.545
2021/8/20 12:00,21,8.065,0.95,1.65,7.64
2021/8/20 13:00,21.15,8.075,0.35,1.6,7.855
2021/8/20 14:00,21.29,8.095,1,1.95,8.13
2021/8/20 15:00,21.415,8.1,1.65,2,8.27
2021/8/20 16:00,21.48,8.115,0.55,2.8,8.44
2021/8/20 17:00,21.415,8.115,0.15,2.2,8.525
2021/8/20 18:00,21.265,8.1,0.45,3.6,8.5
2021/8/20 19:00,21.22,8.085,1.1,3.75,8.305
2021/8/20 20:00,21.255,8.06,1.2,3.7,8.005
2021/8/20 21:00,21.045,8.06,1,3.5,7.77
2021/8/20 22:00,20.9,8.055,0.55,2.95,7.61
2021/8/20 23:00,20.88,8.055,0.7,2.25,7.59
2021/8/21 0:00,20.87,8.06,1.45,2.55,7.605
2021/8/21 1:00,20.86,8.045,2.75,2.3,7.565
2021/8/21 2:00,20.835,8.035,-0.1,1.95,7.625
2021/8/21 3:00,20.82,8.025,-0.05,2.15,7.62
2021/8/21 4:00,20.755,8.015,0.25,1.75,7.64
2021/8/21 5:00,20.69,8.005,0.05,1.85,7.645
2021/8/21 6:00,20.62,7.99,0,1.5,7.615
2021/8/21 7:00,20.73,7.995,0.2,1.05,7.62
2021/8/21 8:00,20.855,8,0.95,2.5,7.58
2021/8/21 9:00,21.08,8.01,1,1.6,7.545
2021/8/21 10:00,21.23,8.025,0.75,1.05,7.365
2021/8/21 11:00,21.46,8.03,1.1,1.3,7.315
2021/8/21 12:00,21.52,8.045,0.5,1.3,7.42
2021/8/21 13:00,21.545,8.06,1.15,1.25,7.58
2021/8/21 14:00,21.62,8.07,1.45,1.65,7.895
2021/8/21 15:00,21.79,8.095,1.45,1.95,8.155
2021/8/21 16:00,21.875,8.09,1.4,2.65,8.25
2021/8/21 17:00,21.78,8.095,1.75,2.2,8.32
2021/8/21 18:00,21.595,8.09,0,2.25,8.315
2021/8/21 19:00,21.575,8.08,0.5,2.5,8.225
2021/8/21 20:00,21.525,8.07,1.15,3.35,8.155
2021/8/21 21:00,21.52,8.045,0.85,4.6,7.745
2021/8/21 22:00,21.285,8.035,0.85,2.25,7.525
2021/8/21 23:00,21.17,8.03,0.4,1.5,7.445
2021/8/22 0:00,21.095,8.03,0.65,1.85,7.345
2021/8/22 1:00,21.085,8.025,1.7,1.55,7.4
2021/8/22 2:00,21.085,8.025,1.3,1.25,7.43
2021/8/22 3:00,21.035,8.02,-0.25,1.05,7.51
2021/8/22 4:00,21,8.01,-0.1,1.25,7.525
2021/8/22 5:00,20.935,8,-0.15,1,7.51
2021/8/22 6:00,20.83,7.985,0,0.95,7.495
2021/8/22 7:00,20.86,7.98,-0.15,0.8,7.47
2021/8/22 8:00,21.075,7.98,0.55,1.45,7.465
2021/8/22 9:00,21.22,7.995,0.9,1.55,7.5
2021/8/22 10:00,21.5,8.005,1.55,0.6,7.37
2021/8/22 11:00,21.615,8.015,1.15,1.25,7.305
2021/8/22 12:00,21.815,8.025,0.75,1.15,7.295
2021/8/22 13:00,21.74,8.03,0.6,1.15,7.3
2021/8/22 14:00,21.765,8.04,1.1,1.3,7.445
2021/8/22 15:00,21.785,8.045,0.7,0.85,7.645
2021/8/22 16:00,21.84,8.05,0.85,0.9,7.73
2021/8/22 17:00,21.84,8.045,0.8,1.45,7.815
2021/8/22 18:00,21.755,8.03,0.55,2.05,7.88
2021/8/22 19:00,21.465,8.025,-0.3,1.35,7.825
2021/8/22 20:00,21.46,8.01,0.05,1.15,7.81
2021/8/22 21:00,21.47,8.01,0.3,1.6,7.745
2021/8/22 22:00,21.5,8.01,0.1,1.55,7.52
2021/8/22 23:00,21.4,8,0.05,1.35,7.28
2021/8/23 0:00,21.37,8,0.2,1.35,7.19
2021/8/23 1:00,21.28,8,0.15,1.15,7.15
2021/8/23 2:00,21.285,7.99,0.35,0.4,7.165
2021/8/23 3:00,21.245,7.985,-0.2,0.9,7.23
2021/8/23 4:00,20.78,7.99,0.05,0.7,7.505
2021/8/23 5:00,20.68,7.965,0.2,0.65,7.44
2021/8/23 6:00,20.61,7.935,0.1,0.75,7.405
2021/8/23 7:00,20.725,7.925,0.15,0.65,7.32
2021/8/23 8:00,20.85,7.935,-0.25,0.45,7.32
2021/8/23 9:00,21.31,7.94,0.4,1.3,7.33
2021/8/23 10:00,21.655,7.97,0.85,1.25,7.365
2021/8/23 11:00,22.4,7.985,0.25,1.55,7.365
2021/8/23 12:00,22.805,8.005,-0.05,2.15,7.425
2021/8/23 13:00,22.565,8,0.45,1.55,7.325
2021/8/23 14:00,22.515,8.01,0.3,2.5,7.26
2021/8/23 15:00,22.35,8.015,0.55,1.8,7.335
2021/8/23 16:00,22.08,8.01,0.5,1.1,7.405
2021/8/23 17:00,22.22,8.01,0.7,1.3,7.49
2021/8/23 18:00,22.23,8.02,0.5,1.15,7.67
2021/8/23 19:00,22.13,8.02,0.65,1.45,7.82
2021/8/23 20:00,21.965,8.025,1.75,0.9,7.845
2021/8/23 21:00,21.78,7.995,0.15,1.6,7.775
2021/8/23 22:00,22.075,7.96,0.35,1.85,7.5
2021/8/23 23:00,21.91,7.975,0.1,1.35,7.41
2021/8/24 0:00,21.84,7.98,0.05,1,7.36
2021/8/24 1:00,21.9,7.99,-0.3,1.25,7.245
2021/8/24 2:00,21.875,7.98,-0.25,1.15,7.15
2021/8/24 3:00,21.84,7.975,-0.35,0.85,7.07
2021/8/24 4:00,21.875,7.97,1.5,0.7,7.06
2021/8/24 5:00,21.81,7.965,0.4,0.7,7.21
2021/8/24 6:00,21.69,7.975,0.85,0.75,7.36
2021/8/24 7:00,21.63,7.955,1.9,1.35,7.41
2021/8/24 8:00,21.745,7.96,2.25,1.15,7.405
2021/8/24 9:00,22.075,7.975,2.95,1.2,7.475
2021/8/24 10:00,22.54,7.98,1.6,1.8,7.495
2021/8/24 11:00,22.7,7.995,1.65,2.1,7.6
2021/8/24 12:00,23.15,8.01,2.35,2.5,7.625
2021/8/24 13:00,23.3,8.02,1.55,3.1,7.59
2021/8/24 14:00,22.91,8.005,0.85,2.9,7.405
2021/8/24 15:00,22.6,8,1.25,3.55,7.2
2021/8/24 16:00,22.47,7.99,0.766666667,2.2,7.18
2021/8/24 17:00,22.39,7.97,0.95,2.5,7.175
2021/8/24 18:00,22.125,7.96,0.7,28.3,7.455
2021/8/24 19:00,21.95,7.935,0.95,0.8,7.63
2021/8/24 20:00,21.865,7.94,0.65,1.55,7.645
2021/8/24 21:00,21.79,7.935,0.5,3.1,7.575
2021/8/24 22:00,21.59,7.96,0.1,1.15,7.6
2021/8/24 23:00,21.41,7.92,0.4,15.7,7.53
2021/8/25 0:00,20.68,7.885,0.05,1.15,7.68
2021/8/25 1:00,20.495,7.89,-0.05,0.95,7.705
2021/8/25 2:00,20.68,7.88,-0.2,9.05,7.505
2021/8/25 3:00,20.905,7.855,-0.3,0.95,7.2
2021/8/25 4:00,20.84,7.86,-0.4,0.75,7.16
2021/8/25 5:00,20.69,7.855,-0.1,0.6,7.18
2021/8/25 6:00,20.63,7.83,0.1,3.4,7.21
2021/8/25 7:00,20.585,7.815,0.75,0.4,7.23
2021/8/25 8:00,20.48,7.8,1.15,1.8,7.29
2021/8/25 9:00,20.47,7.8,1.45,1.15,7.36
2021/8/25 10:00,20.705,7.845,1.75,0.95,7.47
2021/8/25 11:00,23.21,8.03,-2.5,-0.6,8.1
2021/8/25 12:00,21.455,7.77,9.45,1.5,5.8
2021/8/25 13:00,21.755,7.77,9,1.5,5.92
2021/8/25 14:00,21.86,7.775,8.55,1.65,6.04
2021/8/25 15:00,21.945,7.785,8.3,2.05,6.195
2021/8/25 16:00,21.955,7.79,8.4,1.7,6.37
2021/8/25 17:00,21.78666667,7.756666667,9.3,2.5,6.403333333
2021/8/25 18:00,21.48,7.795,6.25,2.4,6.52
2021/8/25 19:00,21.435,7.785,6.9,2.7,6.46
2021/8/25 20:00,21.4,7.775,7,2.1,6.31
2021/8/25 21:00,21.325,7.76,8,2.6,6.085
2021/8/25 22:00,21.125,7.77,8.4,2.15,6.005
2021/8/25 23:00,21,7.77,7.1,2.1,5.96
2021/8/26 0:00,20.965,7.77,6.8,1.9,5.96
2021/8/26 1:00,20.94,7.765,6.7,1.5,5.975
2021/8/26 2:00,20.925,7.76,6.15,1.2,5.99
2021/8/26 3:00,20.84,7.76,5.9,1.25,6.05
2021/8/26 4:00,20.705,7.755,5.95,1.5,6.1
2021/8/26 5:00,20.505,7.745,6.25,1.45,6.125
2021/8/26 6:00,20.435,7.725,6.5,1.15,6.18
2021/8/26 7:00,20.49,7.76,5.25,1.1,6.22
2021/8/26 8:00,20.74,7.74,8.15,0.7,6.07
2021/8/26 9:00,20.955,7.745,7.55,1.9,6.02
2021/8/26 10:00,21.185,7.75,8.9,1.35,5.91
2021/8/26 11:00,21.27,7.76,9.15,1.3,5.885
2021/8/26 12:00,21.15,7.76,8.75,1.3,5.865
2021/8/26 13:00,21.36,7.765,7.4,0.9,5.935
2021/8/26 14:00,21.62,7.78,7.4,1.75,6.145
2021/8/26 15:00,21.62,7.78,6.75,2.3,6.205
2021/8/26 16:00,21.625,7.785,7.7,1.9,6.35
2021/8/26 17:00,21.49,7.795,7.9,2.55,6.46
2021/8/26 18:00,21.385,7.77,9,2.7,6.43
2021/8/26 19:00,21.285,7.795,6.15,3,6.47
2021/8/26 20:00,21.3,7.775,7.05,2.85,6.33
2021/8/26 21:00,21.225,7.77,6.65,2.95,6.25
2021/8/26 22:00,21.21,7.765,6.15,2.85,6.075
2021/8/26 23:00,21.015,7.765,5.9,2.1,6.025
2021/8/27 0:00,20.875,7.755,6.25,2.45,5.97
2021/8/27 1:00,20.82,7.765,5.55,2,5.98
2021/8/27 2:00,20.78,7.76,6.15,1.4,6.02
2021/8/27 3:00,20.775,7.75,5.45,2,6.025
2021/8/27 4:00,20.72,7.76,5,1.65,6.135
2021/8/27 5:00,20.59,7.755,5.4,1.6,6.18
2021/8/27 6:00,20.49,7.725,5.95,1.2,6.19
2021/8/27 7:00,20.53,7.77,4.85,2.3,6.295
2021/8/27 8:00,20.7,7.775,4.85,1.25,6.24
2021/8/27 9:00,21.06,7.75,6.25,1.6,6.15
2021/8/27 10:00,21.215,7.765,6.4,2.2,6.11
2021/8/27 11:00,21.595,7.77,6.5,3.05,6.025
2021/8/27 12:00,21.735,7.77,6.3,2.8,6.095
2021/8/27 13:00,21.535,7.77,6.45,2.1,6.045
2021/8/27 14:00,21.875,7.795,5.95,4.2,6.275
2021/8/27 15:00,21.755,7.79,6.5,3.65,6.305
2021/8/27 16:00,21.66,7.78,6.35,3.5,6.27
2021/8/27 17:00,21.57,7.775,7.2,3.5,6.3
2021/8/27 18:00,21.455,7.755,6.7,3.95,6.315
2021/8/27 19:00,21.385,7.75,6.35,4.25,6.335
2021/8/27 20:00,21.245,7.795,4.85,4.1,6.45
2021/8/27 21:00,21.29,7.765,5.2,3.4,6.305
2021/8/27 22:00,21.235,7.755,5.6,3.8,6.195
2021/8/27 23:00,21.27,7.76,5.3,3.5,6.13
2021/8/28 0:00,21.18,7.755,5.45,3.25,6.07
2021/8/28 1:00,21.03,7.75,5.15,3.2,6.03
2021/8/28 2:00,20.915,7.755,5.05,2.25,5.985
2021/8/28 3:00,20.865,7.75,5.4,2.1,5.995
2021/8/28 4:00,20.785,7.745,5.15,1.8,6.02
2021/8/28 5:00,20.64,7.745,5.6,2.35,6.115
2021/8/28 6:00,20.49,7.755,6.4,2.1,6.165
2021/8/28 7:00,20.625,7.735,6.35,1.5,6.185
2021/8/28 8:00,20.655,7.765,5.05,1.95,6.24
2021/8/28 9:00,20.97,7.765,5.5,1.55,6.155
2021/8/28 10:00,21.125,7.76,6.25,1.55,6.125
2021/8/28 11:00,21.305,7.77,6.15,3.15,6.185
2021/8/28 12:00,21.605,7.785,6.35,3,6.215
2021/8/28 13:00,21.79,7.78,6.85,3.3,6.23
2021/8/28 14:00,21.895,7.785,6.35,3.85,6.295
2021/8/28 15:00,21.89,7.805,5.8,4.25,6.41
